"fld_sid","fld_fname","fld_email","fld_activationcode","fld_pswd","fld_phone","fld_mobile","fld_city","fld_level0","fld_category","fld_level1","fld_subcategory","fld_brandname","fld_brand","fld_bstype","fld_description","fld_estyear","fld_address","fld_pincode","fld_slogo","fld_swebsite","fld_b99status","fld_delstatus","fld_userstatus"
"119","Power Streak Electronics","powerstreakelectronics@gmail.com",,,"(91)-452-2918123","(91)-9865365154
9952229054","Madurai","power backup","8","inverter","3","Su-Kam","161","Dealers","We are dealing in this business for past several years. We deal with UPS Sales0.5 KVA to 10 KVA UPS, Sales11 KVA to 125 KVA and Inverter|UPS Battery Sales and Services in Madurai.","2009","Door No 16 Shop No 20 K J R Trust Complex 1st Floor
Dhannappa Mudhaliyar Street
Madurai Ho
Madurai - 625001","625001","powerstreak.jpg","www.powerstreakelectronics.com","0","0","1"
"120","True power Equipments","info@truepowersmadurai.com",,,,"(91)-9842115453
 9842760674","Madurai","power backup","8","inverter","3","Su-Kam","161","Distributor","True power equipments is a Market leader in the Un-interruptible Power Supplies and associated power conditioning products in Down south, A reliable power solutions partner for the entire spectrum of user -segments, True powers provides protection with power continuity at its best, to ensure maximum uptime for all critical equipment by means of world-class power conditioning products.","2003","No 13|7
Opposite TVS Service 
Bavasa Lane South Marret Street 
Madurai Ho ","625001","truepower.jpg","www.truepowersmadurai.com","0","0","1"
"121","NAGA MARKETING","nagamarketing@yahoo.co.in",,,"0452-3265985","9894195333","Madurai","power backup","8","inverter","3","Su-Kam","161","Dealers","Naga Marketing is one of the renowned dealers and retailers of UPS and batteries. We are authorized dealers of Exide, Su-kam Home UPS and luminous batteries in Madurai. Our range of home power backup products is widely appreciated by the clients due to its striking features like durability, reliability, high performance, long service life, easy to use, minimal maintenance and many others.",,"528 K K Nagar
Madurai
Tamilnadu (South)","625001",,,"0","0","1"
"122","Mohamed Traders",,,,,"(91)-9786882111","Madurai","power backup","8","inverter","3","Genus","59","Dealers","Mohamed Traders has been manufacturing lead acid batteries for more generations. Our experience has shown that the key factor to achieving optimum performance and long battery life is a solid care and maintenance program. We will focus on how to properly maintain and charge all Mohamed lead battery types.","2011","No. 126
Munichalai Main Road
Near Saravana Stores
Madurai - 625009
Tamil Nadu
India","625009",,"www.mohamedtraders.com","0","0","1"
"123","Sree Palaniappa Powers","ppmelur@gmail.com",,,,"91-9345860091
91-9360045545","Madurai","power backup","8","inverter","3","Genus","59","Distributor","We have the pleasure to introduce ourselves as SREE PALANIAPPA POWERS one of the leading power product distributors for top companies In Madurai and our show room and administrative office was situated at west masi street and with our branches at Melur and Karaikudi we are serving our customers with quality power solution products sales and service.","2008","15 
Sambantha Moorthy Street
Madurai-01","625001","sreepalaniappa.jpg","www.sreepalaniappapowers.com","0","0","1"
"124","Elite Power Systems India Private Limited","epschennai@eliteups.in 
ho@eliteups.in 
admin@eliteups.in",,,"
(91)-7708339089","(91)-452-4391444","Madurai","power backup","8","inverter","3","Numeric","119","Dealers","ELITE a Leading Power Conditioning company engaged in manufacturing Online UPS system and Servo Stabilizers, Elite is an industrial leader and a reliable power solutions partner. Elite provides excellent power backup through its Total Power Management solutions.","2009","No 27|10
Muthuramalinga Devar Street
Anna Nagar
Madurai","625020","elite.jpg","www.eliteups.in","0","0","1"
"125","Power Streak Electronics","powerstreakelectronics@gmail.com",,,"(91)-452-2918123","(91)-9865365154
9952229054","Madurai","power backup","8","inverter","3","Numeric","119","Dealers","We are dealing in this business for past several years. We deal with UPS Sales0.5 KVA to 10 KVA UPS, Sales11 KVA to 125 KVA and Inverter|UPS Battery Sales and Services in Madurai.","2009","Door No 16 Shop No 20 K J R Trust Complex 1st Floor
Dhannappa Mudhaliyar Street
Madurai Ho
Madurai - 625001","625001","powerstreak.jpg","www.powerstreakelectronics.com","0","0","1"
"126","True power Equipments","info@truepowersmadurai.com",,,,"(91)-9842115453
 9842760674","Madurai","power backup","8","inverter","3","Numeric","119","Distributor","True power equipments is a Market leader in the Un-interruptible Power Supplies and associated power conditioning products in Down south, A reliable power solutions partner for the entire spectrum of user -segments, True powers provides protection with power continuity at its best, to ensure maximum uptime for all critical equipment by means of world-class power conditioning products.","2003","No 13|7
Opposite TVS Service 
Bavasa Lane South Marret Street 
Madurai Ho ","625001","truepower.jpg","www.truepowersmadurai.com","0","0","1"
"127","Sree Palaniappa Powers","ppmelur@gmail.com",,,,"91-9345860091
91-9360045545","Madurai","power backup","8","inverter","3","Numeric","119","Distributor","We have the pleasure to introduce ourselves as SREE PALANIAPPA POWERS one of the leading power product distributors for top companies In Madurai and our show room and administrative office was situated at west masi street and with our branches at Melur and Karaikudi we are serving our customers with quality power solution products sales and service.","2008","15 
Sambantha Moorthy Street
Madurai-01","625001","sreepalaniappa.jpg","www.sreepalaniappapowers.com","0","0","1"
"128","RL Engineering","rajlaxmibaskar@yahoo.co.in
rlebaskar@gmail.com",,,"0452 - 4380210","91 94430 42449
98421 44166","Madurai","power backup","8","Solar Module","4","Tata Power Solar","167","Dealers","We RL Engineering established in the year 2003 with the motive of making augmentation in green energy, especially Solar energy specially supplying a premium quality range of Solar Energy Equipments. We have a team of well-qualified professionals, who make use of latest technology and tools to fabricate these products. Our products are environment friendly as well as energy efficient and are having various qualities such as portability, low noise, easy installation and durability.","2007","No 90|304
Near Ayyappan Temple 
West Masi Street 
Madurai HO
Madurai - 625001","625001",,"www.rlengineering.in","0","0","1"
"129","Sai Risi Associates","solarshopmadurai@gmail.com",,,,"8643023844","Madurai","power backup","8","Solar Module","4","EMMVEE","46","Dealers","We have well established customer service infrastructure and our team has the expertise in the field of Electric Chimney Service, Hob|Cooktops Service, Cooking Range Service, Dishwasher, Microwave Ovens and Solar Systems. We aim to meet up with every expectation of customers.",,"No. 173
East Veli Street
Madurai - 625001","625001",,,"0","0","1"
"130","Sol Green Solar",,,,"0452 6452597","91 9245382596","Madurai","power backup","8","Solar Module","4","Photon energy System","129","Dealers","We started as a consultant in mar21,2011, coupled with strong values, high ethical standards, and our benchmarked approach to stay contemporary has paved the way to emerge as a big established firm. With a strong and efficient back up of the best skilled people working under the guides hip of the Managing Director we plan, build and deploy smart and innovative solar equipments. We have a pool of highly skilled and technically sound minds, whose research and hard Work is deployed as the complete solar equipments inclusive of painting, welding, etc.","2011","G5 1ST Floor  Anaka Street 
Visthara Appartment Near Central Market
New Vilangudi  Madurai - 625018","625018",,"contact@solgreensolar.com
solgreensolar@yahoo.in
sol.solgreensolarmadurai.green@gmail.com","0","0","1"
"131","sree balaji power system","sreebalajipower@yahoo.in",,,"0452 - 4377668 
4351222 
4524222 
4374222
2386645 ",,"Madurai","power backup","8","UPS","5","Amaron","5","Dealers","Since incorporated, the company?s main goal is to offer products and services at reasonable price range without compromising on the quality and performance of the product range. The company also provides prompt and quick after sales and before sales services to its consumers","2010","No 146 
Near Kalavasal
 Theni Main Road PP Chavadi
 Madurai Ho
 Madurai - 625001","625001","sreebalaji.jpg","www.sreebalajipowersystem.com","0","0","1"
"132","Sharpp Electricals","info@sharppelectricals.com",,,"(91)-452-4355148","(91)-9943989148
 9894486849","Madurai","power backup","8","UPS","5","Amaron","5","Dealers","Sharpp Electricals started in Madurai to satisfy customer with the ability and loyalty. Sharp Electronics constantly improve a range of electrical products like UPS, Inverters, Stabilizers and Batteries etc. and delivers widely to the our valuable customers.","2006","No 185 A
Opposite Sethupathy School
North Veli Street
Madurai HO
Madurai.","625001","Sharpp.jpg","www.sharppelectricals.com","0","0","1"
"133","Elite Power Systems India Private Limited","epschennai@eliteups.in 
ho@eliteups.in 
admin@eliteups.in",,,"
(91)-7708339089","(91)-452-4391444","Madurai","power backup","8","UPS","5","Amaron","5","Dealers","ELITE a Leading Power Conditioning company engaged in manufacturing Online UPS system and Servo Stabilizers, Elite is an industrial leader and a reliable power solutions partner. Elite provides excellent power backup through its Total Power Management solutions.","2009","No 27|10
Muthuramalinga Devar Street
Anna Nagar
Madurai","625020","elite.jpg","www.eliteups.in","0","0","1"
"134","Mohamed Traders",,,,,"(91)-9786882111","Madurai","power backup","8","UPS","5","Amaron","5","Dealers","Mohamed Traders has been manufacturing lead acid batteries for more generations. Our experience has shown that the key factor to achieving optimum performance and long battery life is a solid care and maintenance program. We will focus on how to properly maintain and charge all Mohamed lead battery types.","2011","No. 126
Munichalai Main Road
Near Saravana Stores
Madurai - 625009
Tamil Nadu
India","625009",,"www.mohamedtraders.com","0","0","1"
"135","True power Equipments","info@truepowersmadurai.com",,,,"(91)-9842115453
 9842760674","Madurai","power backup","8","UPS","5","Amaron","5","Distributor","True power equipments is a Market leader in the Un-interruptible Power Supplies and associated power conditioning products in Down south, A reliable power solutions partner for the entire spectrum of user -segments, True powers provides protection with power continuity at its best, to ensure maximum uptime for all critical equipment by means of world-class power conditioning products.","2003","No 13|7
Opposite TVS Service 
Bavasa Lane South Marret Street 
Madurai Ho ","625001","truepower.jpg","www.truepowersmadurai.com","0","0","1"
"136","Ruby Electronics",,,,"(91)-452-6593911","(91)-9042258272
 9245724875","Madurai","power backup","8","UPS","5","APC","7","Dealers","We are proud in presenting ourselves as Ruby Electronics, situated in madurai providing various services for house hold, office and industrial needs. Ruby Electronics in serving you with multi brand UPS, Inverters, Batteries, Water Purifiers and RO Systems. We deal with leading brands in the industry. Ruby Electronics provides best Sales after service, and best Quality in Market and affordable price compared to other products in market.","2002","No.1 South Krishnan Kovil 1st Lane
South Masi Street
Madurai - 625001.","625001",,"www.ruby.webwalk.in","0","0","1"
"137","True power Equipments","info@truepowersmadurai.com",,,,"(91)-9842115453
 9842760674","Madurai","power backup","8","UPS","5","APC","7","Distributor","True power equipments is a Market leader in the Un-interruptible Power Supplies and associated power conditioning products in Down south, A reliable power solutions partner for the entire spectrum of user -segments, True powers provides protection with power continuity at its best, to ensure maximum uptime for all critical equipment by means of world-class power conditioning products.","2003","No 13|7
Opposite TVS Service 
Bavasa Lane South Marret Street 
Madurai Ho ","625001","truepower.jpg","www.truepowersmadurai.com","0","0","1"
"138","Power Streak Electronics","powerstreakelectronics@gmail.com",,,"(91)-452-2918123","(91)-9865365154
9952229054","Madurai","power backup","8","UPS","5","APC","7","Dealers","We are dealing in this business for past several years. We deal with UPS Sales0.5 KVA to 10 KVA UPS, Sales11 KVA to 125 KVA and Inverter|UPS Battery Sales and Services in Madurai.","2009","Door No 16 Shop No 20 K J R Trust Complex 1st Floor
Dhannappa Mudhaliyar Street
Madurai Ho
Madurai - 625001","625001","powerstreak.jpg","www.powerstreakelectronics.com","0","0","1"
"139","Elite Power Systems India Private Limited","epschennai@eliteups.in 
ho@eliteups.in 
admin@eliteups.in",,,"
(91)-7708339089","(91)-452-4391444","Madurai","power backup","8","UPS","5","APC","7","Dealers","ELITE a Leading Power Conditioning company engaged in manufacturing Online UPS system and Servo Stabilizers, Elite is an industrial leader and a reliable power solutions partner. Elite provides excellent power backup through its Total Power Management solutions.","2009","No 27|10
Muthuramalinga Devar Street
Anna Nagar
Madurai","625020","elite.jpg","www.eliteups.in","0","0","1"
"140","Sharpp Electricals","info@sharppelectricals.com",,,"(91)-452-4355148","(91)-9943989148
 9894486849","Madurai","power backup","8","UPS","5","APC","7","Dealers","Sharpp Electricals started in Madurai to satisfy customer with the ability and loyalty. Sharp Electronics constantly improve a range of electrical products like UPS, Inverters, Stabilizers and Batteries etc. and delivers widely to the our valuable customers.","2006","No 185 A
Opposite Sethupathy School
North Veli Street
Madurai HO
Madurai.","625001","Sharpp.jpg","www.sharppelectricals.com","0","0","1"
"141","sree balaji power system","sreebalajipower@yahoo.in",,,"0452 - 4377668 
4351222 
4524222 
4374222
2386645 ",,"Madurai","power backup","8","UPS","5","Exide","53","Dealers","Since incorporated, the company?s main goal is to offer products and services at reasonable price range without compromising on the quality and performance of the product range. The company also provides prompt and quick after sales and before sales services to its consumers","2010","No 146 
Near Kalavasal
 Theni Main Road PP Chavadi
 Madurai Ho
 Madurai - 625001","625001","sreebalaji.jpg","www.sreebalajipowersystem.com","0","0","1"
"142","Sharpp Electricals","info@sharppelectricals.com",,,"(91)-452-4355148","(91)-9943989148
 9894486849","Madurai","power backup","8","UPS","5","Exide","53","Dealers","Sharpp Electricals started in Madurai to satisfy customer with the ability and loyalty. Sharp Electronics constantly improve a range of electrical products like UPS, Inverters, Stabilizers and Batteries etc. and delivers widely to the our valuable customers.","2006","No 185 A
Opposite Sethupathy School
North Veli Street
Madurai HO
Madurai.","625001","Sharpp.jpg","www.sharppelectricals.com","0","0","1"
"143","Elite Power Systems India Private Limited","epschennai@eliteups.in 
ho@eliteups.in 
admin@eliteups.in",,,"
(91)-7708339089","(91)-452-4391444","Madurai","power backup","8","UPS","5","Exide","53","Dealers","ELITE a Leading Power Conditioning company engaged in manufacturing Online UPS system and Servo Stabilizers, Elite is an industrial leader and a reliable power solutions partner. Elite provides excellent power backup through its Total Power Management solutions.","2009","No 27|10
Muthuramalinga Devar Street
Anna Nagar
Madurai","625020","elite.jpg","www.eliteups.in","0","0","1"
"144","Mohamed Traders",,,,,"(91)-9786882111","Madurai","power backup","8","UPS","5","Exide","53","Dealers","Mohamed Traders has been manufacturing lead acid batteries for more generations. Our experience has shown that the key factor to achieving optimum performance and long battery life is a solid care and maintenance program. We will focus on how to properly maintain and charge all Mohamed lead battery types.","2011","No. 126
Munichalai Main Road
Near Saravana Stores
Madurai - 625009
Tamil Nadu
India","625009",,"www.mohamedtraders.com","0","0","1"
"145","True power Equipments","info@truepowersmadurai.com",,,,"(91)-9842115453
 9842760674","Madurai","power backup","8","UPS","5","Exide","53","Distributor","True power equipments is a Market leader in the Un-interruptible Power Supplies and associated power conditioning products in Down south, A reliable power solutions partner for the entire spectrum of user -segments, True powers provides protection with power continuity at its best, to ensure maximum uptime for all critical equipment by means of world-class power conditioning products.","2003","No 13|7
Opposite TVS Service 
Bavasa Lane South Marret Street 
Madurai Ho ","625001","truepower.jpg","www.truepowersmadurai.com","0","0","1"
"146","Ruby Electronics",,,,"(91)-452-6593911","(91)-9042258272
 9245724875","Madurai","power backup","8","UPS","5","Exide","53","Dealers","We are proud in presenting ourselves as Ruby Electronics, situated in madurai providing various services for house hold, office and industrial needs. Ruby Electronics in serving you with multi brand UPS, Inverters, Batteries, Water Purifiers and RO Systems. We deal with leading brands in the industry. Ruby Electronics provides best Sales after service, and best Quality in Market and affordable price compared to other products in market.","2002","No.1 South Krishnan Kovil 1st Lane
South Masi Street
Madurai - 625001.","625001",,"www.ruby.webwalk.in","0","0","1"
"147","Res Q Technologies","resqpower@vsnl.net",,,,"9841046649","Madurai","power backup","8","UPS","5","Numeric","119","Dealers","Res Q TECHNOLOGIES PVT LTD., Manufacturers of Servo Controlled Voltage Stabilizers (from 1 KVA To 2000 KVA) , Isolation Transformers and Authorized power solution partner for EATON UPS ( From 1.0 KVA to 1100 KVA ), SMF batteries, Inverter and solar systems etc, with over 20 Years of Valuable experience in Power Conditioning.","2007","NEW NO 121ST FLOORKIRSHNA SWEETS
NEHRU NAGARBYE-PASS ROAD
MADURAI-625011","625011","resq.jpg","www.resqtechnologies.in","0","0","1"
"148","Elite Power Systems India Private Limited","epschennai@eliteups.in 
ho@eliteups.in 
admin@eliteups.in",,,"
(91)-7708339089","(91)-452-4391444","Madurai","power backup","8","UPS","5","Numeric","119","Dealers","ELITE a Leading Power Conditioning company engaged in manufacturing Online UPS system and Servo Stabilizers, Elite is an industrial leader and a reliable power solutions partner. Elite provides excellent power backup through its Total Power Management solutions.","2009","No 27|10
Muthuramalinga Devar Street
Anna Nagar
Madurai","625020","elite.jpg","www.eliteups.in","0","0","1"
"149","Elite Power Systems India Private Limited","epschennai@eliteups.in 
ho@eliteups.in 
admin@eliteups.in",,,"(91)-452-4391444","
(91)-7708339089","Madurai","power backup","8","UPS","5","Su-Kam","161","Distributor","ELITE a Leading Power Conditioning company engaged in manufacturing Online UPS system and Servo Stabilizers, Elite is an industrial leader and a reliable power solutions partner. Elite provides excellent power backup through its Total Power Management solutions.","2009","No 27|10
Muthuramalinga Devar Street
Anna Nagar
Madurai","625020","elite.jpg","www.eliteups.in","0","0","1"
"150","Power Streak Electronics","powerstreakelectronics@gmail.com",,,"(91)-452-2918123","(91)-9865365154
9952229054","Madurai","power backup","8","UPS","5","Su-Kam","161","Dealers","We are dealing in this business for past several years. We deal with UPS Sales0.5 KVA to 10 KVA UPS, Sales11 KVA to 125 KVA and Inverter|UPS Battery Sales and Services in Madurai.","2009","Door No 16 Shop No 20 K J R Trust Complex 1st Floor
Dhannappa Mudhaliyar Street
Madurai Ho
Madurai - 625001","625001","powerstreak.jpg","www.powerstreakelectronics.com","0","0","1"
"151","True power Equipments","info@truepowersmadurai.com",,,,"(91)-9842115453
 9842760674","Madurai","power backup","8","UPS","5","Su-Kam","161","Distributor","True power equipments is a Market leader in the Un-interruptible Power Supplies and associated power conditioning products in Down south, A reliable power solutions partner for the entire spectrum of user -segments, True powers provides protection with power continuity at its best, to ensure maximum uptime for all critical equipment by means of world-class power conditioning products.","2003","No 13|7
Opposite TVS Service 
Bavasa Lane South Marret Street 
Madurai Ho ","625001","truepower.jpg","www.truepowersmadurai.com","0","0","1"
"152","kristal Lites","kristallite.Philips@gmail.com",,,"0452 - 4370450
2344550",,"Madurai","Lighting","3","Indoor Lighting","1","Philips","5","Dealer","We believe that indoor lighting should be good, create a comfortable ambience that responds to natural light levels. Lighting has a profound effect on the way people feel.","2000","No 108 Near Sri kumaran Thanga Malligai West Masi Street Madurai.","625001","kristal.jpg","www.kristallites.com","1","0","1"
"153","Shahjee Electricals ","shahjeeelectricals@gmail.com",,,"(91)-452-4378283","(91)-9894055541","Madurai","Lighting","3","Indoor Lighting","1","Philips","128","Dealer","Shahjee Electricals are counted as one of the most prominent and renowned dealers of electronic and electrical items. Since inception, we are striving to attain utmost client satisfaction by offering high quality and reliable electronic products.","1980","No 268 Opposite Mosque West Masi Street Madurai Ho.","625001","shahjee.jpg","www.shahjeeelectrical.com","0","0","1"
"154","Shahjee Electricals ","shahjeeelectricals@gmail.com",,,"(91)-452-4378283","(91)-9894055541","Madurai","Lighting","3","Indoor Lighting","1","Havells","70","Dealer","Shahjee Electricals are counted as one of the most prominent and renowned dealers of electronic and electrical items. Since inception, we are striving to attain utmost client satisfaction by offering high quality and reliable electronic products.","1981","No 268 Opposite Mosque West Masi Street Madurai Ho.","625002","shahjee.jpg","www.shahjeeelectrical.com","0","0","1"
"155","Shahjee Electricals ","shahjeeelectricals@gmail.com",,,"(91)-452-4378283","(91)-9894055541","Madurai","Lighting","3","Indoor Lighting","1","Crompton Greaves","33","Dealer","Shahjee Electricals are counted as one of the most prominent and renowned dealers of electronic and electrical items. Since inception, we are striving to attain utmost client satisfaction by offering high quality and reliable electronic products.","1982","No 268 Opposite Mosque West Masi Street Madurai Ho.","625003","shahjee.jpg","www.shahjeeelectrical.com","0","0","1"
"156","Shahjee Electricals ","shahjeeelectricals@gmail.com",,,"(91)-452-4378283","(91)-9894055541","Madurai","Lighting","3","Indoor Lighting","1","Osram","123","Dealer","Shahjee Electricals are counted as one of the most prominent and renowned dealers of electronic and electrical items. Since inception, we are striving to attain utmost client satisfaction by offering high quality and reliable electronic products.","1983","No 268 Opposite Mosque West Masi Street Madurai Ho.","625004","shahjee.jpg","www.shahjeeelectrical.com","0","0","1"
"157","Glamour Building Solutions india Pvt Ltd","glamourhousse@yahoo.com",,,"0452 - 4376771","9003960062","Madurai","Lighting","3","Indoor Lighting","1","Crompton Greaves","33","Dealer","Glamour Building Solutions India Private Limited is a Private Company incorporated on 21 October 2010.There are 2 directors of Glamour Building Solutions India Private Limited. Current status of Glamour Building Solutions India Private Limited is - Active.","1946","No73 74 and 75
Near Central Theater
West Tower Street Madurai HO Madurai - 625001 ","625001","glamour.jpg","www.glamourhouse.in","0","0","1"
"158","Royal Light House","tlelliott8@aol.com",,,"(91)-452-4377994","(91)-9842144786","Madurai","Lighting","3","Indoor Lighting","1","Wipro","184","Dealer","We specialize in residential lighting. Our customers get professional help from our lighting consultants. We carry a big selection of contemporary, transitional and traditional lighting fixtures and lamps.","1998","No. 8 Near Ashoka Lodge and Opp to Sacs
Perumal Tank East Street
Town Hall Road
Madurai - 625001 ","625001","royal.jpg",,"0","0","1"
"159","Rsd Power Lines","saro_22@yahoo.com",,,"0452 2626659",,"Madurai","Lighting","3","Indoor Lighting","1","Havells","70","Dealer","RSD POWER LINESis a leading Electricals and Electronics company inMadurai.","2010","5 North Masi Street Madurai
Tamilnadu India - 625001.","625001",,,"0","0","1"
"160","Sugan Enterprises","badrisugan@yahoo.com",,,"0452-2344915","(91)-9842139000","Madurai","Lighting","3","Indoor Lighting","1","Havells","70","Dealer","UGAN ENTERPRISESis a leading Energy and Power company inMadurai,that offers products or services in the field of Electrical Products etc.",,"95 West Avani Moola Street
Madurai-625001","625001",,,"0","0","1"
"161","Royal Light House","tlelliott8@aol.com",,,"(91)-452-4377994","(91)-9842144786","Madurai","Lighting","3","Outdoor Lighting","4","Wipro","184","Dealer","We specialize in residential lighting. Our customers get professional help from our lighting consultants. We carry a big selection of contemporary, transitional and traditional lighting fixtures and lamps.","1998","No. 8 Near Ashoka Lodge and Opp to Sacs
Perumal Tank East Street
Town Hall Road
Madurai - 625001 ","625001","royal.jpg",,"0","0","1"
"162","Shahjee Electricals ","shahjeeelectricals@gmail.com",,,"(91)-452-4378283","(91)-9894055541","Madurai","Lighting","3","Outdoor Lighting","4","Philips","128","Dealer","Shahjee Electricals are counted as one of the most prominent and renowned dealers of electronic and electrical items. Since inception, we are striving to attain utmost client satisfaction by offering high quality and reliable electronic products.","1980","No 268 Opposite Mosque West Masi Street Madurai Ho.","625001","shahjee.jpg","www.shahjeeelectrical.com","0","0","1"
"163","Glamour Building Solutions india Pvt Ltd","glamourhousse@yahoo.com",,,"0452 - 4376771","9003960062","Madurai","Lighting","3","Outdoor Lighting","4","Crompton Greaves","33","Dealer","Glamour Building Solutions India Private Limited is a Private Company incorporated on 21 October 2010.There are 2 directors of Glamour Building Solutions India Private Limited. Current status of Glamour Building Solutions India Private Limited is - Active.","1946","No73 74 and 75
Near Central Theater
West Tower Street Madurai HO Madurai - 625001 ","625001","glamour.jpg","www.glamourhouse.in","0","0","1"
"164","kristal Lites","kristallite.Philips@gmail.com",,,"0452 - 4370450
2344550",,"Madurai","Lighting","3","Outdoor Lighting","4","Philips","5","Dealer","We believe that Outdoor lighting should be good, create a comfortable ambience that responds to natural light levels. Lighting has a profound effect on the way people feel.","2000","No 108 Near Sri kumaran Thanga Malligai West Masi Street Madurai.","625001","kristal.jpg","www.kristallites.com","1","0","1"
"165","Rsd Power Lines","saro_22@yahoo.com",,,"0452 2626659",,"Madurai","Lighting","3","Outdoor Lighting","4","Havells","70","Dealer","RSD POWER LINESis a leading Electricals and Electronics company inMadurai.","2010","5 North Masi Street Madurai
Tamilnadu India - 625001.","625001",,,"0","0","1"
"166","Sugan Enterprises","badrisugan@yahoo.com",,,"0452-2344915","(91)-9842139000","Madurai","Lighting","3","Outdoor Lighting","4","Havells","70","Dealer","UGAN ENTERPRISESis a leading Energy and Power company inMadurai,that offers products or services in the field of Electrical Products etc.",,"95 West Avani Moola Street
Madurai-625001","625001",,,"0","0","1"
"167","Rsd Power Lines","saro_22@yahoo.com",,,"0452 2626659",,"Madurai","Lighting","3","LED","2","Havells","70","Dealer","RSD POWER LINESis a leading Electricals and Electronics company inMadurai.","2010","5 North Masi Street Madurai
Tamilnadu India - 625001.","625001",,,"0","0","1"
"168","Sugan Enterprises","badrisugan@yahoo.com",,,"0452-2344915","(91)-9842139000","Madurai","Lighting","3","LED","2","Havells","70","Dealer","UGAN ENTERPRISESis a leading Energy and Power company inMadurai,that offers products or services in the field of Electrical Products etc.",,"95 West Avani Moola Street
Madurai-625001","625001",,,"0","0","1"
"169","Shahjee Electricals ","shahjeeelectricals@gmail.com",,,"(91)-452-4378283","(91)-9894055541","Madurai","Lighting","3","LED","2","Havells","70","Dealer","Shahjee Electricals are counted as one of the most prominent and renowned dealers of electronic and electrical items. Since inception, we are striving to attain utmost client satisfaction by offering high quality and reliable electronic products.","1981","No 268 Opposite Mosque West Masi Street Madurai Ho.","625002","shahjee.jpg","www.shahjeeelectrical.com","0","0","1"
"170","Royal Light House","tlelliott8@aol.com",,,"(91)-452-4377994","(91)-9842144786","Madurai","Lighting","3","occupancy sensors","3","Wipro","184","Dealer","We specialize in residential lighting. Our customers get professional help from our lighting consultants. We carry a big selection of contemporary, transitional and traditional lighting fixtures and lamps.","1998","No. 8 Near Ashoka Lodge and Opp to Sacs
Perumal Tank East Street
Town Hall Road
Madurai - 625001 ","625001","royal.jpg",,"0","0","1"
"171","Badhusha Steels",,,,"452-2580196 4393296 3046664 4394449","9894666664 9843017707 9894950796","Madurai","Paint","4","Interior","3","Asian Paints","13","DEALERS","Were serving customers in Madurai and our key objectives have also been to continuously broaden the base of our operating portfolio and enhance our products thus opening new avenues to growth and profitability. We have also developed an appropriate blend of quality construction materials and cost effective solutions to every client?s requirements. More than winning sustaining is important.

We at Badhusha Steels believe in sustaining our position in providing affordable quality construction materials.
","1980","No 9 Badhusha Towers Opposite Wakf Board College K K Nagar Main Road Madurai HO Madurai - 625001","625001","Badhusha-Steels.jpg","Www.Badhushasteels.com","0","0","1"
"172","V V B Srinivasan and Sons Paints Pvt Ltd",,,,"452-2350352 2342446 4370446","9894288633 9843050259","Madurai","Paint","4","Interior","3","Asian Paints","13","DEALERS","We are supported by a widespread and rich vendor base which enable us to deliver the exact range at the clients end. With the due help of our expert team of workforce we are able to fulfill the under taken consignments I within the stipulated time frame. All the products are processed under proper hygienic and environment conditions at the manufacturers end to ensure durability and reliability. Further owing to teams combined efforts we have been able to get repetitive orders from our client?s based across the country.","1960","No 308 Opposite Ayyappan Temple Madurai West Masi Street Madurai - 625001","625001","V-V-B-Srinivasan-and-Sons-Paints-Pvt-Ltd.jpg","www.vvbpaintland.in","0","0","1"
"173","GSM Wall Solutions",,,,,"962144833 9842918683","Madurai","Paint","4","Interior","3","Asian Paints","13","DEALERS","Entire housing materials under one roof most of the construction materials are available at reasonably cheapest cost.","2013","No 145 Near Muthumariamman Temple Solaialagupuram 3rd Street Indra Nagar Jaihindpuram Madurai - 625011","625011","GSM.jpg",,"0","0","1"
"174","A M Rajasekaran ",,,,"452-2603241 2605020 4353241","9894484649 9843052241","Madurai","Paint","4","Interior","3","Asian Paints","13","DEALERS","Our concern is founded in the year 1969 by Mr. A.M.Rajasekaran the managing director of this shop. The interest in creative ideas and a colorful dreams enables him to take this profession and his interest. Our concern is the authorised dealers for Asian Paints and Dalmia Cements also carrying all leading brands of Paints Cements and Interior and Exterior Decorating Solutions. Build your beautiful home with our cements and draw your dream home with our paints. We give the product with good quality and best service in industry.","1969","No 14 A Near Devaki Scan Centre Theni Main Road Arasaradi Madurai - 625016","625016",,"www.amrshop.in","0","0","1"
"175","Padmashree Hardwares",,,,,"9865984519 8925356435 9382876197 9150316121","Madurai","Paint","4","Interior","3","Asian Paints","13","DEALERS","Padmashree Technologies is an Reputed Computer Software and Hardware Training Institution and also undertaking corporate training and providing software and Hardware solutions. ","2000","50 S L Complex 1st Floor Shop No2 West Masi Street Madurai West Masi Street Madurai - 625001","625001","PADMASHREE-TECHNOLOGIES.jpg",,"0","0","1"
